ID,County,Jurisdiction,Precinct,Population,White,Black,Latino,Democrat,Republican,Libertarian,Green
P0598654000001,Hillsdale County,HILLSDALE,WHEATLAND TOWNSHIP; 1,1351,1312,1,46,126,462,26,7
P0495598000006,Genesee County,GENESEE,MOUNT MORRIS TOWNSHIP; 6,1345,1099,202,32,364,314,19,8
P0731688000002,Isabella County,ISABELLA,COE TOWNSHIP; 2,1359,1305,4,27,251,374,27,12
P1632200006462,Wayne County,WAYNE,DETROIT CITY; 462,1349,521,547,610,235,12,2,4
P1632200007409,Wayne County,WAYNE,DETROIT CITY; 409,1366,31,1314,20,383,7,1,2
P1632200007367,Wayne County,WAYNE,DETROIT CITY; 367,1353,20,1296,12,363,10,2,0
P0613630000003,Houghton County,HOUGHTON,HANCOCK CITY; 3,1357,1308,9,9,255,333,43,10
P1254040000012,Oakland County,OAKLAND,INDEPENDENCE TOWNSHIP; 12,1347,1250,28,41,293,503,33,8
P0176598000001,Bay County,BAY,PORTSMOUTH TOWNSHIP; 1,1370,1334,12,61,319,437,38,8
P1632200002213,Wayne County,WAYNE,DETROIT CITY; 213,1362,14,1318,10,249,5,4,3
P1398882000002,Ottawa County,OTTAWA,WRIGHT TOWNSHIP; 2,1372,1325,14,29,203,548,35,10
P0035622000002,Alger County,ALGER,MUNISING TOWNSHIP; 2,1324,1159,2,15,158,422,13,6
P1416926000001,Presque Isle County,PRESQUE ISLE,ROGERS CITY; 1,1372,1347,3,10,280,419,29,3
P0594798000001,Hillsdale County,HILLSDALE,LITCHFIELD CITY; 1,1369,1326,4,40,123,403,22,10
P1556194002004,Shiawassee County,SHIAWASSEE,OWOSSO CITY; Ward 2; Precinct 4,1348,1271,11,88,200,251,35,6
P0513730000001,Gladwin County,GLADWIN,HAY TOWNSHIP; 1,1362,1325,3,26,190,370,19,5
P1630138000010,Wayne County,WAYNE,ALLEN PARK CITY; 10,1363,1293,2,82,312,345,24,6
P0771798000001,Kalamazoo County,KALAMAZOO,COOPER TOWNSHIP; 1,1361,1311,22,20,297,411,23,7
P1336976000001,Osceola County,OSCEOLA,ROSE LAKE TOWNSHIP; 1,1373,1350,3,17,163,474,18,3
P1434984000001,Roscommon County,ROSCOMMON,LYON TOWNSHIP; 1,1370,1331,11,14,282,535,25,8
P1632200002199,Wayne County,WAYNE,DETROIT CITY; 199,1343,263,1033,15,265,6,2,1
P1634004000006,Wayne County,WAYNE,HURON TOWNSHIP; 6,1347,1250,32,42,232,338,17,9
P0475128000001,Emmet County,EMMET,MAPLE RIVER TOWNSHIP; 1,1348,1249,3,13,187,437,25,16
P0738200000001,Isabella County,ISABELLA,VERNON TOWNSHIP; 1,1369,1318,13,18,210,413,25,5
P1612218000003,Washtenaw County,WASHTENAW,DEXTER TOWNSHIP; 3,1362,1322,4,23,426,429,35,2
P0495530000002,Genesee County,GENESEE,MONTROSE TOWNSHIP; 2,1349,1293,16,35,227,371,21,13
P1296960000001,Ogemaw County,OGEMAW,ROSE CITY; Ward 1; Precinct 1,1368,1333,0,9,55,141,11,1
P1617194000003,Washtenaw County,WASHTENAW,SCIO TOWNSHIP; 3,1365,1255,14,29,747,262,32,14
P1393864001001,Ottawa County,OTTAWA,HOLLAND CITY; Ward 1; Precinct 1,1345,1132,45,149,339,443,46,3
P1638600000016,Wayne County,WAYNE,WESTLAND CITY; 16,1388,1350,13,24,466,490,34,9
P0998400002048,Macomb County,MACOMB,WARREN CITY; Ward 2; Precinct 48,1354,986,219,16,396,261,19,4
P1632200003065,Wayne County,WAYNE,DETROIT CITY; 65,1375,119,1229,15,434,16,1,5
P1597500000002,Van Buren County,VAN BUREN,SOUTH HAVEN TOWNSHIP; 2,1356,1119,118,119,270,311,26,4
P0550020000002,Grand Traverse County,GD. TRAVERSE,ACME TOWNSHIP; 2,1379,1332,6,22,347,611,32,5
P1632200003191,Wayne County,WAYNE,DETROIT CITY; 191,1372,53,1294,7,425,11,2,4
P1636918000001,Wayne County,WAYNE,ROCKWOOD CITY; 1,1368,1260,46,27,260,285,24,0
P1638245300002,Wayne County,WAYNE,GROSSE POINTE SHORES CITY; 2,1368,1260,31,21,252,461,22,3
P0175592000001,Bay County,BAY,MOUNT FOREST TOWNSHIP; 1,1392,1354,3,43,200,469,28,6
P1632200004029,Wayne County,WAYNE,DETROIT CITY; 29,1385,37,1326,8,330,5,1,2
P1632100000048,Wayne County,WAYNE,DEARBORN CITY; 48,1372,1261,43,50,340,367,26,17
P0050128000002,Allegan County,ALLEGAN,ALLEGAN TOWNSHIP; 2,1378,1327,14,28,209,354,20,7
P1058236000001,Mason County,MASON,VICTORY TOWNSHIP; 1,1383,1337,5,35,178,496,33,8
P1632200001301,Wayne County,WAYNE,DETROIT CITY; 301,1380,272,1067,12,247,15,3,7
P0497770000003,Genesee County,GENESEE,SWARTZ CREEK CITY; 3,1366,1290,23,27,331,265,34,13
P1252788000008,Oakland County,OAKLAND,FERNDALE CITY; 8,1362,1158,134,40,510,138,35,14
P1632200007368,Wayne County,WAYNE,DETROIT CITY; 368,1391,26,1341,6,437,7,4,3
P1632100000047,Wayne County,WAYNE,DEARBORN CITY; 47,1378,1297,33,74,382,343,34,11
P1632200003079,Wayne County,WAYNE,DETROIT CITY; 79,1395,63,1273,21,380,8,2,0
P1632200002231,Wayne County,WAYNE,DETROIT CITY; 231,1361,13,1309,6,486,6,1,4
P1591856000001,Van Buren County,VAN BUREN,COVERT TOWNSHIP; 1,1348,581,391,470,328,99,7,3
P0490400000002,Genesee County,GENESEE,ATLAS TOWNSHIP; 2,1400,1374,6,21,273,539,39,8
P1637900000023,Wayne County,WAYNE,TAYLOR CITY; 23,1394,1222,108,88,341,366,21,2
P0337754000001,Chippewa County,CHIPPEWA,SUPERIOR TOWNSHIP; 1,1337,953,6,11,270,388,22,13
P1155504000003,Monroe County,MONROE,MONROE TOWNSHIP; 3,1388,1348,13,30,282,448,30,8
P0572512000001,Gratiot County,GRATIOT,ELBA TOWNSHIP; 1,1396,1359,7,37,171,382,22,6
P1054964006001,Mason County,MASON,LUDINGTON CITY; Ward 6; Precinct 1,1383,1283,15,88,230,266,43,15
P1632200003093,Wayne County,WAYNE,DETROIT CITY; 93,1384,34,1320,11,279,8,0,2
P0393466000306,Crawford County,CRAWFORD,GRAYLING TOWNSHIP; 306,1388,1355,1,16,188,421,21,9
P1638600000026,Wayne County,WAYNE,WESTLAND CITY; 26,1390,1199,124,62,310,261,23,4
P0013482000001,Alcona County,ALCONA,GREENBUSH TOWNSHIP; 1,1409,1390,1,10,256,501,22,4
P0991652000019,Macomb County,MACOMB,CLINTON TOWNSHIP; 19,1391,1318,37,15,332,602,29,5
P0997076000020,Macomb County,MACOMB,ST. CLAIR SHORES CITY; 20,1395,1353,11,24,342,442,25,8
P1250911000019,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 19,1399,1226,63,21,440,457,34,5
P1393336000004,Ottawa County,OTTAWA,GRAND HAVEN TOWNSHIP; 4,1385,1308,6,48,331,435,51,7
P1150674000009,Monroe County,MONROE,BEDFORD TOWNSHIP; 9,1398,1365,8,16,333,541,27,9
P1257006000001,Oakland County,OAKLAND,ROYAL OAK TOWNSHIP; 1,1367,30,1283,14,684,11,3,4
P0672422000001,Ionia County,IONIA,EASTON TOWNSHIP; 1,1402,1342,6,62,191,467,28,10
P0337022000001,Chippewa County,CHIPPEWA,RUDYARD TOWNSHIP; 1,1370,1202,5,14,165,467,22,5
P0738804000001,Isabella County,ISABELLA,WISE TOWNSHIP; 1,1397,1344,2,27,171,360,16,4
P0755918000001,Jackson County,JACKSON,NORVELL TOWNSHIP; 1,1401,1348,7,41,217,459,37,7
P1632200001282,Wayne County,WAYNE,DETROIT CITY; 282,1389,15,1347,6,475,9,4,3
P1054964003001,Mason County,MASON,LUDINGTON CITY; Ward 3; Precinct 1,1356,1230,12,99,280,377,24,13
P1292502000001,Ogemaw County,OGEMAW,EDWARDS TOWNSHIP; 1,1413,1396,1,18,227,474,30,16
P1054964004001,Mason County,MASON,LUDINGTON CITY; Ward 4; Precinct 1,1393,1237,18,124,239,269,35,6
P1630702000001,Wayne County,WAYNE,BELLEVILLE CITY; 1,1398,1181,145,62,511,434,41,10
P1610300005001,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 5; Precinct 1,1385,1119,63,73,836,72,31,12
P0916858000001,Lenawee County,LENAWEE,RIGA TOWNSHIP; 1,1406,1367,0,51,204,508,26,6
P1115378005004,Midland County,MIDLAND,MIDLAND CITY; Ward 5; Precinct 4,1394,1321,12,37,346,421,63,5
P1172790000001,Montcalm County,MONTCALM,FERRIS TOWNSHIP; 1,1422,1398,2,37,137,409,22,13
P1054964005001,Mason County,MASON,LUDINGTON CITY; Ward 5; Precinct 1,1392,1292,21,51,289,295,31,10
P0813400001022,Kent County,KENT,GRAND RAPIDS CITY; Ward 1; Precinct 22,1327,523,320,744,274,45,7,5
P1632200003176,Wayne County,WAYNE,DETROIT CITY; 176,1399,19,1347,12,365,3,2,2
P0570802000001,Gratiot County,GRATIOT,BETHANY TOWNSHIP; 1,1407,1344,10,66,153,472,21,7
P1638600000003,Wayne County,WAYNE,WESTLAND CITY; 3,1398,1249,75,37,302,312,22,11
P1255992000005,Oakland County,OAKLAND,OAK PARK CITY; 5,1375,414,869,34,585,50,8,8
P1632200004027,Wayne County,WAYNE,DETROIT CITY; 27,1420,28,1366,10,398,3,1,0
P0295288000010,Charlevoix County,CHARLEVOIX,MELROSE TOWNSHIP; 10,1403,1349,4,26,252,429,27,5
P0810024000007,Kent County,KENT,ADA TOWNSHIP; 7,1405,1301,20,19,371,439,33,8
P1630138000005,Wayne County,WAYNE,ALLEN PARK CITY; 5,1402,1323,15,105,271,372,28,8
P1256902000004,Oakland County,OAKLAND,ROCHESTER CITY; 4,1424,1210,58,35,373,473,29,7
P1632200004030,Wayne County,WAYNE,DETROIT CITY; 30,1389,103,1244,24,259,5,0,3
P0777188000004,Kalamazoo County,KALAMAZOO,SCHOOLCRAFT TOWNSHIP; 4,1421,1379,9,21,295,524,20,5
P0636570000001,Huron County,HURON,PORT AUSTIN TOWNSHIP; 1,1424,1388,2,29,295,492,23,1
P1632200003190,Wayne County,WAYNE,DETROIT CITY; 190,1411,28,1355,18,370,5,0,1
P0874032000001,Lapeer County,LAPEER,IMLAY CITY; 1,1402,1234,16,255,196,351,20,5
P1634900000016B,Wayne County,WAYNE,LIVONIA CITY; 16|B,1427,1389,4,36,408,479,42,11
P1632200005139,Wayne County,WAYNE,DETROIT CITY; 139,1405,78,1284,17,332,13,7,1
P1632102000009,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 9,1404,1160,172,38,403,220,12,7
P0250098000002,Calhoun County,CALHOUN,ALBION CITY; 2,1373,614,656,85,311,68,11,4
P1177622000001,Montcalm County,MONTCALM,STANTON CITY; 1,1417,1329,26,83,146,249,30,6
P0230806000001,Branch County,BRANCH,BETHEL TOWNSHIP; 1,1434,1295,39,97,117,383,6,3
P1632200003178,Wayne County,WAYNE,DETROIT CITY; 178,1415,11,1375,9,350,11,1,2
P1638600000013,Wayne County,WAYNE,WESTLAND CITY; 13,1422,1204,159,42,294,261,21,8
P1632200004051,Wayne County,WAYNE,DETROIT CITY; 51,1427,45,1367,3,337,5,1,1
P0538438000001,Gogebic County,GOGEBIC,WATERSMEET TOWNSHIP; 1,1417,1128,1,15,261,422,18,16
P1633818000018,Wayne County,WAYNE,HIGHLAND PARK CITY; 18,1412,66,1283,34,538,11,1,5
P0431022000002,Dickinson County,DICKINSON,BREITUNG TOWNSHIP; 2,1425,1392,1,6,207,601,40,7
P1632200002291,Wayne County,WAYNE,DETROIT CITY; 291,1414,25,1356,6,475,5,4,3
P0696464000001,Iosco County,IOSCO,PLAINFIELD TOWNSHIP; 1,1431,1383,19,12,205,457,30,7
P1632200007397,Wayne County,WAYNE,DETROIT CITY; 397,1421,14,1387,7,403,7,1,4
P1632200007394,Wayne County,WAYNE,DETROIT CITY; 394,1419,13,1380,6,373,4,4,1
P1632200004013,Wayne County,WAYNE,DETROIT CITY; 13,1428,23,1375,11,271,5,1,0
P1632200007415,Wayne County,WAYNE,DETROIT CITY; 415,1436,12,1409,8,446,11,2,4
P1638600000004,Wayne County,WAYNE,WESTLAND CITY; 4,1410,1208,101,51,344,325,23,6
P0494782000001,Genesee County,GENESEE,LINDEN CITY; 1,1427,1382,7,23,357,536,21,9
P1495578000001,St. Joseph County,ST. JOSEPH,MOTTVILLE TOWNSHIP; 1,1436,1386,9,26,145,385,29,1
P1632200007363,Wayne County,WAYNE,DETROIT CITY; 363,1440,32,1386,12,498,6,1,5
P1613052000001,Washtenaw County,WASHTENAW,FREEDOM TOWNSHIP; 1,1428,1396,4,22,378,509,30,10
P0175498000001,Bay County,BAY,MONITOR TOWNSHIP; 1,1414,1355,7,57,302,355,26,10
P0492902000010,Genesee County,GENESEE,FLINT TOWNSHIP; 10,1420,1057,222,60,389,258,31,8
P0754142003001,Jackson County,JACKSON,JACKSON CITY; Ward 3; Precinct 1,1350,882,351,76,200,121,11,1
P1393336000007,Ottawa County,OTTAWA,GRAND HAVEN TOWNSHIP; 7,1439,1407,1,36,467,721,76,17
P0931064000008,Livingston County,LIVINGSTON,BRIGHTON TOWNSHIP; 8,1450,1420,9,14,315,601,38,5
P1632200003186,Wayne County,WAYNE,DETROIT CITY; 186,1406,162,1197,12,223,5,1,2
P1115378004002,Midland County,MIDLAND,MIDLAND CITY; Ward 4; Precinct 2,1432,1279,28,27,353,379,56,3
P0811224000006,Kent County,KENT,BYRON TOWNSHIP; 6,1429,1343,8,38,312,783,62,5
P0654602000001,Ingham County,INGHAM,LANSING TOWNSHIP; 1,1403,1060,155,132,473,130,24,15
P1115378002001,Midland County,MIDLAND,MIDLAND CITY; Ward 2; Precinct 1,1435,1381,17,33,447,410,54,11
P1632200004057,Wayne County,WAYNE,DETROIT CITY; 57,1413,22,1345,10,299,4,1,2
P1270730000001,Oceana County,OCEANA,BENONA TOWNSHIP; 1,1437,1370,1,104,330,510,24,2
P1253564000003,Oakland County,OAKLAND,GROVELAND TOWNSHIP; 3,1460,1431,9,29,274,622,42,4
P1632100000042,Wayne County,WAYNE,DEARBORN CITY; 42,1435,1322,55,73,496,304,27,9
P1150772000003,Monroe County,MONROE,BERLIN TOWNSHIP; 3,1453,1441,2,22,266,576,31,4
P0052774000001,Allegan County,ALLEGAN,FENNVILLE CITY; 1,1398,1015,26,547,204,229,28,10
P1114176000002,Midland County,MIDLAND,JEROME TOWNSHIP; 2,1449,1428,3,18,299,454,28,6
P1632200002237,Wayne County,WAYNE,DETROIT CITY; 237,1424,10,1372,17,522,9,2,7
P0493330000007,Genesee County,GENESEE,GRAND BLANC TOWNSHIP; 7,1417,877,466,62,564,266,16,2
P1632200002244,Wayne County,WAYNE,DETROIT CITY; 244,1438,5,1401,25,461,7,3,2
P1250911000013,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 13,1436,1355,23,21,420,436,38,7
P0811250000004,Kent County,KENT,CALEDONIA TOWNSHIP; 4,1439,1390,6,24,303,696,32,6
P1630138000016,Wayne County,WAYNE,ALLEN PARK CITY; 16,1433,1303,46,122,313,492,22,4
P0492900005032,Genesee County,GENESEE,FLINT CITY; Ward 5; Precinct 32,1418,716,644,29,134,36,5,8
P0655314000011,Ingham County,INGHAM,MERIDIAN TOWNSHIP; 11,1417,1155,48,53,613,277,30,11
P0771768000007,Kalamazoo County,KALAMAZOO,COMSTOCK TOWNSHIP; 7,1396,1043,159,48,348,195,35,10
P0813400003073,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 73,1413,1125,213,61,493,256,42,16
P0150556000001,Barry County,BARRY,BARRY TOWNSHIP; 1,1439,1400,3,18,243,519,43,9
P0175322000001,Bay County,BAY,MERRITT TOWNSHIP; 1,1441,1393,1,41,243,525,25,3
P1617194000004,Washtenaw County,WASHTENAW,SCIO TOWNSHIP; 4,1434,1320,21,20,778,278,23,16
P1632200005137,Wayne County,WAYNE,DETROIT CITY; 137,1421,173,1178,43,266,18,0,6
P0991652000024,Macomb County,MACOMB,CLINTON TOWNSHIP; 24,1439,1358,23,39,315,494,36,7
P0771768000003,Kalamazoo County,KALAMAZOO,COMSTOCK TOWNSHIP; 3,1430,1336,34,61,223,245,31,7
P1632200007370,Wayne County,WAYNE,DETROIT CITY; 370,1431,47,1352,5,367,3,3,0
P1638838000005,Wayne County,WAYNE,WOODHAVEN CITY; 5,1442,1325,41,89,387,399,28,11
P0476382003001,Emmet County,EMMET,PETOSKEY CITY; 3,1440,1321,8,35,361,522,29,14
P1251004000006,Oakland County,OAKLAND,BRANDON TOWNSHIP; 6,1442,1377,9,38,263,455,27,14
P1077308000001,Mecosta County,MECOSTA,SHERIDAN TOWNSHIP; 1,1393,1268,33,23,205,328,14,7
P1416926000002,Presque Isle County,PRESQUE ISLE,ROGERS CITY; 2,1455,1404,14,12,247,451,15,4
P1632200003064,Wayne County,WAYNE,DETROIT CITY; 64,1450,101,1318,10,319,4,3,0
P1635900000001,Wayne County,WAYNE,NORTHVILLE TOWNSHIP; 1,1441,1390,6,38,422,517,41,5
P0818894003029,Kent County,KENT,WYOMING CITY; Ward 3; Precinct 29,1453,1317,36,78,438,693,36,9
P1636762500007,Wayne County,WAYNE,REDFORD TOWNSHIP; 7,1443,1015,375,35,511,154,25,9
P0250098000005,Calhoun County,CALHOUN,ALBION CITY; 5,1419,978,360,79,392,208,28,2
P0273948000003,Cass County,CASS,HOWARD TOWNSHIP; 3,1428,1283,92,25,239,433,16,3
P1636942000003,Wayne County,WAYNE,ROMULUS CITY; 3,1397,174,1135,26,655,45,7,6
P1637900000012,Wayne County,WAYNE,TAYLOR CITY; 12,1444,1323,53,84,294,325,33,7
P1457066000001,Saginaw County,SAGINAW,ST. CHARLES TOWNSHIP; 1,1445,1392,8,55,206,472,31,6
P0213132000001,Berrien County,BERRIEN,GALIEN TOWNSHIP; 1,1452,1410,9,17,195,399,22,11
P0456070000002,Eaton County,EATON,ONEIDA TOWNSHIP; 2,1447,1371,22,50,350,382,40,7
P0231214000001,Branch County,BRANCH,BUTLER TOWNSHIP; 1,1467,1455,0,13,125,386,17,6
P0771768000005,Kalamazoo County,KALAMAZOO,COMSTOCK TOWNSHIP; 5,1431,1350,13,20,354,566,42,3
P0791700000001,Kalkaska County,KALKASKA,COLD SPRINGS TOWNSHIP; 1,1464,1428,6,12,213,536,33,6
P1457952000004,Saginaw County,SAGINAW,THOMAS TOWNSHIP; 4,1455,1430,1,32,219,594,22,8
P1153082000001,Monroe County,MONROE,FRENCHTOWN TOWNSHIP; 1,1440,1371,3,41,212,373,19,9
P0776140000008,Kalamazoo County,KALAMAZOO,OSHTEMO TOWNSHIP; 8,1405,1052,221,65,424,272,34,17
P1078656000001,Mecosta County,MECOSTA,WHEATLAND TOWNSHIP; 1,1403,1300,17,18,211,348,30,8
P0493328000001,Genesee County,GENESEE,GRAND BLANC CITY; 1,1457,1374,23,28,450,444,40,10
P1457952000006,Saginaw County,SAGINAW,THOMAS TOWNSHIP; 6,1384,1311,33,53,340,577,25,5
P0497770000004,Genesee County,GENESEE,SWARTZ CREEK CITY; 4,1465,1382,26,37,438,469,22,8
P1632100000040,Wayne County,WAYNE,DEARBORN CITY; 40,1385,1297,40,46,435,343,31,14
P0733220000001,Isabella County,ISABELLA,GILMORE TOWNSHIP; 1,1459,1407,2,30,219,415,21,5
P1632200007371,Wayne County,WAYNE,DETROIT CITY; 371,1462,53,1379,13,373,4,1,4
P0492900003017,Genesee County,GENESEE,FLINT CITY; Ward 3; Precinct 17,1444,24,1374,27,445,8,0,0
P1451156000001,Saginaw County,SAGINAW,BUENA VISTA TOWNSHIP; 1,1437,1292,66,110,245,309,20,4
P1398926000003,Ottawa County,OTTAWA,ZEELAND CITY; 3,1445,1344,20,118,210,418,52,12
P0476382004001,Emmet County,EMMET,PETOSKEY CITY; 4,1436,1270,14,39,320,281,21,22
P0070176000004,Alpena County,ALPENA,ALPENA TOWNSHIP; 4,1464,1420,9,19,230,387,20,4
P0175498000004,Bay County,BAY,MONITOR TOWNSHIP; 4,1478,1459,4,34,433,521,25,4
P1238668000001,Newaygo County,NEWAYGO,WHITE CLOUD CITY; 1,1408,1179,98,91,126,291,13,5
P1150674000001,Monroe County,MONROE,BEDFORD TOWNSHIP; 1,1474,1430,5,30,236,451,23,6
P0476382002001,Emmet County,EMMET,PETOSKEY CITY; 2,1468,1378,8,21,466,327,34,13
P1632200002207,Wayne County,WAYNE,DETROIT CITY; 207,1448,136,1261,23,699,20,4,15
P1154970000001,Monroe County,MONROE,LUNA PIER CITY; 1,1436,1339,12,43,303,330,35,5
P1632200006474,Wayne County,WAYNE,DETROIT CITY; 474,1411,493,524,570,199,37,3,6
P0733068000001,Isabella County,ISABELLA,FREMONT TOWNSHIP; 1,1455,1392,17,44,176,424,28,8
P0872516000001,Lapeer County,LAPEER,ELBA TOWNSHIP; 1,1459,1401,11,40,270,454,27,5
P0595564000001,Hillsdale County,HILLSDALE,MOSCOW TOWNSHIP; 1,1470,1426,4,22,146,439,20,8
P1632200006419,Wayne County,WAYNE,DETROIT CITY; 419,1442,20,1384,22,282,2,1,5
P1095304000002,Menominee County,MENOMINEE,MENOMINEE TOWNSHIP; 2,1475,1439,4,12,276,451,29,8
P1572530000001,Tuscola County,TUSCOLA,ELKLAND TOWNSHIP; 1,1466,1430,4,34,171,436,22,3
P0991432000002,Macomb County,MACOMB,CENTER LINE CITY; 2,1460,1235,165,15,411,235,20,9
P1632200004015,Wayne County,WAYNE,DETROIT CITY; 15,1488,44,1424,3,408,7,1,1
P1517550000001,Sanilac County,SANILAC,SPEAKER TOWNSHIP; 1,1483,1440,10,16,150,465,19,9
P1632200002214,Wayne County,WAYNE,DETROIT CITY; 214,1466,14,1413,14,399,8,2,3
P0813400003069,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 69,1477,1250,176,35,506,477,37,7
P0711914000001,Iron County,IRON,CRYSTAL FALLS CITY; 1,1469,1423,3,15,304,393,35,5
P0915052000001,Lenawee County,LENAWEE,MACON TOWNSHIP; 1,1486,1367,84,35,218,542,33,3
P0871184000001,Lapeer County,LAPEER,BURLINGTON TOWNSHIP; 1,1478,1437,9,27,131,492,29,8
P1451046000005,Saginaw County,SAGINAW,BRIDGEPORT TOWNSHIP; 5,1472,1278,129,117,333,484,24,6
P0292668000006,Charlevoix County,CHARLEVOIX,EVELINE TOWNSHIP; 6,1484,1400,2,34,313,616,37,11
P0993682000010,Macomb County,MACOMB,HARRISON TOWNSHIP; 10,1484,1444,17,19,316,579,27,11
P0250098000001,Calhoun County,CALHOUN,ALBION CITY; 1,1418,532,775,83,413,70,6,2
P0435924000001,Dickinson County,DICKINSON,NORWAY TOWNSHIP; 1,1489,1468,2,6,236,528,28,5
P1492754000001,St. Joseph County,ST. JOSEPH,FAWN RIVER TOWNSHIP; 1,1478,1389,14,85,162,472,26,6
P0995710000002,Macomb County,MACOMB,NEW BALTIMORE CITY; 2,1478,1400,22,23,235,464,29,6
P1114616000003,Midland County,MIDLAND,LARKIN TOWNSHIP; 3,1487,1414,19,40,324,499,47,5
P1555368000001,Shiawassee County,SHIAWASSEE,MIDDLEBURY TOWNSHIP; 1,1504,1463,8,51,253,529,47,6
P1632200003196,Wayne County,WAYNE,DETROIT CITY; 196,1480,79,1355,28,336,7,1,2
P0636052000001,Huron County,HURON,OLIVER TOWNSHIP; 1,1483,1440,6,40,165,416,25,10
P1575942000001,Tuscola County,TUSCOLA,NOVESTA TOWNSHIP; 1,1491,1459,0,26,116,488,31,2
P1250911000014,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 14,1503,1418,15,36,453,574,35,8
P1136828000001,Missaukee County,MISSAUKEE,RICHLAND TOWNSHIP; 1,1491,1460,0,11,96,627,24,8
P1632200003187,Wayne County,WAYNE,DETROIT CITY; 187,1483,62,1389,20,355,4,2,2
P0654602000002,Ingham County,INGHAM,LANSING TOWNSHIP; 2,1456,1209,108,98,622,252,37,11
P0913974000001,Lenawee County,LENAWEE,HUDSON TOWNSHIP; 1,1497,1472,5,26,231,493,30,5
P0492922000006,Genesee County,GENESEE,FLUSHING TOWNSHIP; 6,1477,1386,28,61,254,334,27,7
P0234326000001,Branch County,BRANCH,KINDERHOOK TOWNSHIP; 1,1497,1450,3,25,200,549,24,3
P1630138000015,Wayne County,WAYNE,ALLEN PARK CITY; 15,1627,1556,9,134,367,417,25,8
P0070174000005,Alpena County,ALPENA,ALPENA CITY; 5,1498,1464,4,13,390,466,33,16
P0211732000001,Berrien County,BERRIEN,COLOMA CITY; 1,1483,1386,18,58,189,448,32,3
P1632200002389,Wayne County,WAYNE,DETROIT CITY; 389,1483,6,1444,10,418,4,2,2
P1593618000001,Van Buren County,VAN BUREN,HAMILTON TOWNSHIP; 1,1489,1295,32,164,230,375,27,11
P1250911000003,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 3,1497,1369,33,21,601,388,43,4
P1332666000001,Osceola County,OSCEOLA,EVART TOWNSHIP; 1,1483,1440,4,24,197,444,25,7
P1334772000001,Osceola County,OSCEOLA,LINCOLN TOWNSHIP; 1,1500,1464,8,9,161,525,26,5
P1255398000008,Oakland County,OAKLAND,MILFORD TOWNSHIP; 8,1492,1427,4,33,360,509,45,10
P0250098000004,Calhoun County,CALHOUN,ALBION CITY; 4,1461,1151,206,82,217,128,10,4
P1254000000001,Oakland County,OAKLAND,HUNTINGTON WOODS CITY; 1,1507,1451,9,25,819,161,16,4
P1570322000001,Tuscola County,TUSCOLA,ARBELA TOWNSHIP; 1,1498,1473,0,16,270,514,28,3
P0250098000006,Calhoun County,CALHOUN,ALBION CITY; 6,1491,1343,71,68,185,101,15,2
P1636876000004,Wayne County,WAYNE,RIVER ROUGE CITY; 4,1448,22,1331,69,681,5,1,2
P1596300000003,Van Buren County,VAN BUREN,PAW PAW TOWNSHIP; 3,1483,1407,22,67,304,400,17,3
P1637496000010,Wayne County,WAYNE,SOUTHGATE CITY; 10,1491,1325,79,64,424,373,26,14
P1250911000006,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 6,1509,1364,43,18,413,554,25,1
P0813456000002,Kent County,KENT,GRATTAN TOWNSHIP; 2,1503,1454,13,22,417,675,48,11
P0998400005018,Macomb County,MACOMB,WARREN CITY; Ward 5; Precinct 18,1443,1047,252,69,280,116,15,8
P1570072000001,Tuscola County,TUSCOLA,AKRON TOWNSHIP; 1,1503,1456,1,59,174,482,23,5
P1637900000022,Wayne County,WAYNE,TAYLOR CITY; 22,1493,1380,24,70,270,404,20,6
P0811250000001,Kent County,KENT,CALEDONIA TOWNSHIP; 1,1511,1463,11,41,280,467,66,11
P0897450000001,Leelanau County,LEELANAU,SOLON TOWNSHIP; 1,1509,1460,5,8,370,583,34,11
P1634900000035B,Wayne County,WAYNE,LIVONIA CITY; 35|B,1484,1364,42,36,343,350,41,9
P0997282000012,Macomb County,MACOMB,SHELBY TOWNSHIP; 12,1507,1442,3,5,276,625,47,12
P0495616000008,Genesee County,GENESEE,MUNDY TOWNSHIP; 8,1506,1415,33,25,343,470,28,7
P1633818000020,Wayne County,WAYNE,HIGHLAND PARK CITY; 20,1501,78,1395,12,487,11,6,2
P1276356000001,Oceana County,OCEANA,PENTWATER TOWNSHIP; 1,1515,1470,1,32,492,632,40,8
P0250098000003,Calhoun County,CALHOUN,ALBION CITY; 3,1454,859,511,103,391,174,20,4
P1638838000006,Wayne County,WAYNE,WOODHAVEN CITY; 6,1474,1171,194,73,298,356,14,4
P1373172001001,Otsego County,OTSEGO,GAYLORD CITY; Ward 1; Precinct 1,1475,1366,15,40,157,286,34,16
